order_id,date,product,region,salesperson,quantity,unit_price,revenue,cost,profit
ORD-004559,2024-01-24,Webcam,Central,David Wilson,19,137.44,2611.36,1265.21,1346.15
ORD-004560,2024-06-13,HDMI Cable,South,Emma Brown,16,150.32,2405.12,1683.53,721.59
ORD-004561,2024-08-31,Webcam,Central,Bob Smith,14,745.07,10430.98,4555.29,5875.69
ORD-004562,2024-07-31,HDMI Cable,South,David Wilson,8,420.2,3361.6,1980.59,1381.01
ORD-004563,2024-01-05,USB Drive,South,Frank Miller,7,584.07,4088.49,2656.6,1431.89
ORD-004564,2024-09-18,Keyboard,South,David Wilson,25,274.71,6867.75,4565,2302.75
ORD-004565,2024-02-23,Laptop,West,Alice Johnson,50,987.92,49396,24928.7,24467.3
ORD-004566,2024-06-04,Monitor,West,Alice Johnson,46,506.75,23310.5,15421.25,7889.25
ORD-004567,2024-12-29,Headset,East,David Wilson,29,648.8,18815.2,10266.13,8549.07
ORD-004568,2024-07-31,Laptop,North,Emma Brown,27,384.71,10387.17,4773.67,5613.5
ORD-004569,2024-12-07,HDMI Cable,West,Carol Davis,4,482.74,1930.96,878.11,1052.85
ORD-004570,2024-06-02,Headset,East,Bob Smith,30,437.95,13138.5,6785.82,6352.68
ORD-004571,2024-06-02,Webcam,Central,David Wilson,13,178.68,2322.84,979.64,1343.2
ORD-004572,2024-03-24,Keyboard,South,Emma Brown,19,802.64,15250.16,7801.99,7448.17
ORD-004573,2024-10-11,Webcam,West,Carol Davis,24,493.75,11850,6483.41,5366.59
ORD-004574,2024-09-23,Monitor,Central,Emma Brown,13,459.85,5978.05,2967.85,3010.2
ORD-004575,2024-12-01,Laptop,Central,Alice Johnson,24,768.63,18447.12,11560.78,6886.34
ORD-004576,2024-08-27,Webcam,West,David Wilson,44,527.07,23191.08,11444.98,11746.1
ORD-004577,2024-08-04,Headset,Central,Bob Smith,33,746.2,24624.6,9869.83,14754.77
ORD-004578,2024-11-19,USB Drive,Central,Bob Smith,24,474.08,11377.92,4552.74,6825.18
ORD-004579,2024-12-04,Laptop,East,Carol Davis,32,110.48,3535.36,1838.62,1696.74
ORD-004580,2024-07-27,Monitor,Central,David Wilson,35,795.69,27849.15,18841.46,9007.69
ORD-004581,2024-11-30,Keyboard,West,Alice Johnson,44,342.74,15080.56,9771.62,5308.94
ORD-004582,2024-05-05,Monitor,North,Frank Miller,46,64.19,2952.74,1253.01,1699.73
ORD-004583,2024-09-12,Headset,West,David Wilson,38,560,21280,11169.57,10110.43
ORD-004584,2024-06-23,Laptop,Central,Carol Davis,41,444.19,18211.79,8795.96,9415.83
ORD-004585,2024-07-26,Headset,North,Alice Johnson,44,364.2,16024.8,8731.82,7292.98
ORD-004586,2024-01-28,HDMI Cable,East,Alice Johnson,46,802.99,36937.54,19514.35,17423.19
ORD-004587,2024-06-10,USB Drive,Central,Carol Davis,8,930.75,7446,4529.19,2916.81
ORD-004588,2024-01-12,Headset,South,Carol Davis,28,86.09,2410.52,1174.49,1236.03
ORD-004589,2024-06-25,Headset,West,Frank Miller,14,156.15,2186.1,981.86,1204.24
ORD-004590,2024-08-22,Headset,Central,Bob Smith,24,537.82,12907.68,7045.51,5862.17
ORD-004591,2024-12-30,Monitor,West,Bob Smith,34,631.04,21455.36,11011.25,10444.11
ORD-004592,2024-03-06,Mouse,Central,Carol Davis,1,610.79,610.79,376.57,234.22
ORD-004593,2024-06-10,HDMI Cable,Central,David Wilson,34,930.15,31625.1,17961.32,13663.78
ORD-004594,2024-02-16,Headset,South,Frank Miller,1,513.41,513.41,216.74,296.67
ORD-004595,2024-05-19,Laptop,South,Bob Smith,37,912.72,33770.64,21974.15,11796.49
ORD-004596,2024-03-05,Monitor,North,Emma Brown,15,955.61,14334.15,7003.56,7330.59
ORD-004597,2024-10-15,Headset,Central,David Wilson,47,382.8,17991.6,10079.47,7912.13
ORD-004598,2024-04-30,Monitor,Central,Alice Johnson,35,952.68,33343.8,16010.87,17332.93
ORD-004599,2024-02-22,Mouse,North,Carol Davis,2,715.85,1431.7,759.96,671.74
ORD-004600,2024-10-28,Keyboard,East,Emma Brown,25,79.89,1997.25,810.96,1186.29
ORD-004601,2024-02-27,Laptop,South,Emma Brown,46,771.83,35504.18,22923.72,12580.46
ORD-004602,2024-02-17,Mouse,East,Frank Miller,3,140.38,421.14,188.15,232.99
ORD-004603,2024-09-07,Laptop,North,David Wilson,13,655.96,8527.48,4136.22,4391.26
ORD-004604,2024-05-28,Laptop,West,Emma Brown,9,713.98,6425.82,2666.26,3759.56
ORD-004605,2024-08-31,Webcam,Central,David Wilson,15,357.81,5367.15,2600.17,2766.98
ORD-004606,2024-11-06,Webcam,East,Frank Miller,47,815.75,38340.25,23396.78,14943.47
ORD-004607,2024-12-06,Mouse,East,Emma Brown,29,143.27,4154.83,2048.54,2106.29
ORD-004608,2024-06-10,USB Drive,East,Alice Johnson,22,393.66,8660.52,5079.49,3581.03
ORD-004609,2024-09-05,HDMI Cable,West,Bob Smith,16,656.73,10507.68,4453.17,6054.51
ORD-004610,2024-10-05,HDMI Cable,North,Alice Johnson,12,776.51,9318.12,4657.13,4660.99
ORD-004611,2024-09-19,Laptop,Central,Frank Miller,48,502.41,24115.68,13078.95,11036.73
ORD-004612,2024-06-06,Headset,Central,Emma Brown,5,978.57,4892.85,2112.9,2779.95
ORD-004613,2024-05-13,Monitor,West,Carol Davis,37,66.1,2445.7,1603.71,841.99
ORD-004614,2024-06-22,USB Drive,East,Emma Brown,20,112.92,2258.4,986.88,1271.52
ORD-004615,2024-01-04,HDMI Cable,Central,Frank Miller,35,773.39,27068.65,15938.76,11129.89
ORD-004616,2024-12-26,Headset,North,Alice Johnson,45,407.77,18349.65,9299.51,9050.14
ORD-004617,2024-07-19,Mouse,Central,Emma Brown,50,763.65,38182.5,19280.35,18902.15
ORD-004618,2024-12-06,HDMI Cable,South,Emma Brown,11,167.09,1837.99,1256.46,581.53
ORD-004619,2024-11-15,HDMI Cable,Central,Carol Davis,5,700.15,3500.75,2171.43,1329.32
ORD-004620,2024-10-12,Monitor,West,Alice Johnson,18,155.02,2790.36,1274.92,1515.44
ORD-004621,2024-05-25,USB Drive,East,Alice Johnson,10,595.49,5954.9,2667.64,3287.26
ORD-004622,2024-07-02,Headset,South,Emma Brown,25,572.3,14307.5,8311.96,5995.54
ORD-004623,2024-03-02,HDMI Cable,East,Emma Brown,4,797.9,3191.6,1835.61,1355.99
ORD-004624,2024-04-21,Webcam,West,Frank Miller,28,623.41,17455.48,11019.86,6435.62
ORD-004625,2024-04-10,Mouse,Central,Bob Smith,16,642.23,10275.68,4535.9,5739.78
ORD-004626,2024-05-14,Mouse,Central,David Wilson,30,109.8,3294,1730.11,1563.89
ORD-004627,2024-12-02,Keyboard,East,David Wilson,24,683.15,16395.6,10709.1,5686.5
ORD-004628,2024-06-04,Laptop,Central,Frank Miller,6,504.35,3026.1,1615.42,1410.68
ORD-004629,2024-11-01,HDMI Cable,South,Emma Brown,8,624.93,4999.44,2703.78,2295.66
ORD-004630,2024-02-19,Mouse,South,Bob Smith,35,854.98,29924.3,15917.84,14006.46
ORD-004631,2024-04-25,USB Drive,Central,Bob Smith,21,621.46,13050.66,8900.49,4150.17
ORD-004632,2024-05-11,Monitor,Central,Frank Miller,11,539.46,5934.06,3427.48,2506.58
ORD-004633,2024-03-05,Mouse,East,David Wilson,50,851.19,42559.5,19894.79,22664.71
ORD-004634,2024-07-29,Keyboard,West,Alice Johnson,8,290,2320,1135.43,1184.57
ORD-004635,2024-11-24,Keyboard,North,Carol Davis,12,765.3,9183.6,4878.73,4304.87
ORD-004636,2024-06-03,Keyboard,East,Emma Brown,50,896.8,44840,23610.8,21229.2
ORD-004637,2024-12-04,Webcam,East,Bob Smith,8,284.92,2279.36,1048.76,1230.6
ORD-004638,2024-08-07,Webcam,North,Frank Miller,45,898.24,40420.8,19559.08,20861.72
ORD-004639,2024-07-20,HDMI Cable,West,Bob Smith,19,944.75,17950.25,11593.76,6356.49
ORD-004640,2024-02-10,Webcam,North,Frank Miller,41,69.66,2856.06,1911.32,944.74
ORD-004641,2024-04-29,Webcam,South,Emma Brown,34,575.34,19561.56,11153.89,8407.67
ORD-004642,2024-08-20,Webcam,Central,David Wilson,25,488.06,12201.5,6271.38,5930.12
ORD-004643,2024-02-22,USB Drive,East,Frank Miller,1,654.43,654.43,264.09,390.34
ORD-004644,2024-04-30,Webcam,Central,Emma Brown,22,751.33,16529.26,7552.28,8976.98
ORD-004645,2024-04-16,Headset,South,Carol Davis,45,928.17,41767.65,21285.36,20482.29
ORD-004646,2024-10-14,Laptop,West,Carol Davis,14,207.85,2909.9,1198.95,1710.95
ORD-004647,2024-11-14,HDMI Cable,South,David Wilson,5,417.56,2087.8,850.12,1237.68
ORD-004648,2024-03-03,Laptop,Central,Alice Johnson,34,836.33,28435.22,12093.63,16341.59
ORD-004649,2024-03-28,Mouse,West,Alice Johnson,3,234.59,703.77,473.75,230.02
ORD-004650,2024-09-22,USB Drive,Central,Alice Johnson,32,320.67,10261.44,4595.5,5665.94
ORD-004651,2024-10-27,HDMI Cable,Central,Carol Davis,45,165,7425,3103.75,4321.25
ORD-004652,2024-02-28,Headset,Central,Emma Brown,30,61.62,1848.6,788.2,1060.4
ORD-004653,2024-09-14,Laptop,North,Frank Miller,7,252.67,1768.69,1060.18,708.51
ORD-004654,2024-10-16,HDMI Cable,West,Frank Miller,39,607.78,23703.42,15402.56,8300.86
ORD-004655,2024-07-07,Laptop,South,Carol Davis,11,934.04,10274.44,4159.67,6114.77
ORD-004656,2024-12-13,HDMI Cable,West,Carol Davis,1,123.23,123.23,79.37,43.86
ORD-004657,2024-09-11,Laptop,East,Carol Davis,24,624.16,14979.84,9442.04,5537.8
ORD-004658,2024-10-24,Headset,Central,Frank Miller,41,382.17,15668.97,10944.89,4724.08
ORD-004659,2024-11-04,Laptop,North,Emma Brown,2,316.03,632.06,419.81,212.25
ORD-004660,2024-01-22,Monitor,Central,David Wilson,40,82.57,3302.8,2055.6,1247.2
ORD-004661,2024-09-09,Monitor,North,Frank Miller,41,477.4,19573.4,10190.37,9383.03
ORD-004662,2024-09-11,Monitor,Central,Alice Johnson,49,238.55,11688.95,6609.49,5079.46
ORD-004663,2024-07-22,Monitor,East,Alice Johnson,40,754.91,30196.4,20605.89,9590.51
ORD-004664,2024-11-27,Monitor,North,Emma Brown,21,475.49,9985.29,5559.08,4426.21
ORD-004665,2024-10-08,Laptop,Central,Frank Miller,5,713.87,3569.35,1824.7,1744.65
ORD-004666,2024-10-27,Keyboard,North,Bob Smith,38,984.62,37415.56,24653.46,12762.1
ORD-004667,2024-06-19,Laptop,West,David Wilson,8,196.05,1568.4,887.1,681.3
ORD-004668,2024-10-25,Laptop,Central,Bob Smith,50,324.11,16205.5,6965.77,9239.73
ORD-004669,2024-10-09,HDMI Cable,East,Alice Johnson,29,953.4,27648.6,11360.14,16288.46
ORD-004670,2024-05-08,USB Drive,South,Frank Miller,15,130.85,1962.75,1253.71,709.04
ORD-004671,2024-03-29,Keyboard,West,Carol Davis,19,578.98,11000.62,6775.42,4225.2
ORD-004672,2024-07-16,Keyboard,South,Alice Johnson,49,712.51,34912.99,20024.34,14888.65
ORD-004673,2024-06-17,Headset,East,David Wilson,31,403.36,12504.16,6925.98,5578.18
ORD-004674,2024-07-30,USB Drive,Central,Alice Johnson,25,327.75,8193.75,4684.73,3509.02
ORD-004675,2024-11-28,HDMI Cable,South,Carol Davis,50,206.35,10317.5,5710.64,4606.86
ORD-004676,2024-06-04,Monitor,North,Carol Davis,43,647.81,27855.83,17271.6,10584.23
ORD-004677,2024-12-26,Webcam,South,David Wilson,8,77.88,623.04,358.52,264.52
ORD-004678,2024-12-25,Headset,North,Emma Brown,48,501.71,24082.08,9862.79,14219.29
ORD-004679,2024-05-15,Headset,West,Carol Davis,11,684.55,7530.05,3432.24,4097.81
ORD-004680,2024-02-14,Mouse,North,Alice Johnson,27,81.5,2200.5,1206.37,994.13
ORD-004681,2024-07-07,Webcam,South,Carol Davis,5,184.32,921.6,532.4,389.2
ORD-004682,2024-10-15,Mouse,East,Alice Johnson,46,563.78,25933.88,10759.44,15174.44
ORD-004683,2024-09-15,HDMI Cable,Central,Alice Johnson,27,838.63,22643.01,14800.52,7842.49
ORD-004684,2024-08-07,Webcam,West,Bob Smith,49,878.09,43026.41,19346.9,23679.51
ORD-004685,2024-11-04,Webcam,Central,Emma Brown,12,694.97,8339.64,4126.81,4212.83
ORD-004686,2024-06-03,Webcam,West,Carol Davis,49,399.49,19575.01,8247.18,11327.83
ORD-004687,2024-11-13,Monitor,South,Frank Miller,49,532.89,26111.61,10978.01,15133.6
ORD-004688,2024-04-09,Monitor,East,Emma Brown,14,174.99,2449.86,1276.83,1173.03
ORD-004689,2024-09-29,Headset,East,Emma Brown,27,202.08,5456.16,3670.59,1785.57
ORD-004690,2024-08-19,Monitor,Central,Bob Smith,32,265.36,8491.52,4721.86,3769.66
ORD-004691,2024-07-06,Mouse,Central,Frank Miller,48,478.28,22957.44,16028.13,6929.31
ORD-004692,2024-04-06,Monitor,West,Carol Davis,3,428.79,1286.37,654.97,631.4
ORD-004693,2024-05-08,Monitor,North,Bob Smith,34,787.71,26782.14,15652.28,11129.86
ORD-004694,2024-06-09,HDMI Cable,Central,Bob Smith,37,583.69,21596.53,12432.93,9163.6
ORD-004695,2024-05-29,USB Drive,East,David Wilson,27,521.98,14093.46,7331.45,6762.01
ORD-004696,2024-01-26,HDMI Cable,West,Emma Brown,48,353.33,16959.84,8112.16,8847.68
ORD-004697,2024-01-16,Webcam,Central,Alice Johnson,32,177.06,5665.92,3916.01,1749.91
ORD-004698,2024-12-09,Mouse,West,Alice Johnson,43,107.59,4626.37,2377.05,2249.32
ORD-004699,2024-11-22,Laptop,South,Bob Smith,43,959.98,41279.14,25577.56,15701.58
ORD-004700,2024-04-26,USB Drive,West,Emma Brown,22,336.64,7406.08,4260.88,3145.2
ORD-004701,2024-01-21,Laptop,East,Carol Davis,27,659.6,17809.2,10953.55,6855.65
ORD-004702,2024-12-11,Keyboard,East,Alice Johnson,32,621.03,19872.96,11345.5,8527.46
ORD-004703,2024-10-16,Headset,South,Bob Smith,36,622.09,22395.24,10895.76,11499.48
ORD-004704,2024-09-10,Monitor,North,David Wilson,25,583.22,14580.5,8674.8,5905.7
ORD-004705,2024-11-22,USB Drive,West,Carol Davis,49,134.63,6596.87,3286.94,3309.93
ORD-004706,2024-03-16,Keyboard,East,Bob Smith,32,289.85,9275.2,3751.18,5524.02
ORD-004707,2024-06-08,Keyboard,Central,Bob Smith,27,375.96,10150.92,4214.57,5936.35
ORD-004708,2024-01-29,USB Drive,South,Emma Brown,19,247.49,4702.31,2754.41,1947.9
ORD-004709,2024-06-06,Keyboard,Central,Carol Davis,49,941.88,46152.12,29690.45,16461.67
ORD-004710,2024-09-03,Laptop,Central,Carol Davis,47,411.27,19329.69,10035.33,9294.36
ORD-004711,2024-10-10,Laptop,North,David Wilson,7,315.01,2205.07,984.23,1220.84
ORD-004712,2024-02-01,Laptop,Central,Frank Miller,50,881.46,44073,24293.63,19779.37
ORD-004713,2024-12-12,Webcam,Central,David Wilson,38,886.17,33674.46,19352.2,14322.26
ORD-004714,2024-11-02,Laptop,West,Bob Smith,21,686.94,14425.74,9377.05,5048.69
ORD-004715,2024-07-28,HDMI Cable,South,Frank Miller,18,381.06,6859.08,2749.66,4109.42
ORD-004716,2024-07-12,Keyboard,North,Carol Davis,11,563.73,6201.03,3494.91,2706.12
ORD-004717,2024-08-19,USB Drive,West,David Wilson,6,732.54,4395.24,2867.99,1527.25
ORD-004718,2024-09-12,Monitor,East,Alice Johnson,7,523.96,3667.72,2162.56,1505.16
ORD-004719,2024-10-18,Headset,South,Frank Miller,29,763.59,22144.11,12572.38,9571.73
ORD-004720,2024-07-15,Headset,West,Bob Smith,18,893.42,16081.56,6785.74,9295.82
ORD-004721,2024-02-03,Monitor,East,Alice Johnson,9,846.1,7614.9,4306.36,3308.54
ORD-004722,2024-06-23,HDMI Cable,West,Frank Miller,32,801.03,25632.96,11581.54,14051.42
ORD-004723,2024-02-21,Laptop,North,Emma Brown,37,842.26,31163.62,14887.23,16276.39
ORD-004724,2024-01-07,HDMI Cable,Central,Bob Smith,2,152.63,305.26,192.31,112.95
ORD-004725,2024-10-02,Laptop,North,Frank Miller,16,800.34,12805.44,7857.5,4947.94
ORD-004726,2024-08-07,USB Drive,West,Carol Davis,36,120.05,4321.8,1833.93,2487.87
ORD-004727,2024-06-01,Monitor,North,Emma Brown,48,757.54,36361.92,19359.19,17002.73
ORD-004728,2024-06-01,Keyboard,West,Carol Davis,21,352.77,7408.17,3896.6,3511.57
ORD-004729,2024-02-16,Keyboard,West,Frank Miller,6,123.28,739.68,457.81,281.87
ORD-004730,2024-06-15,Keyboard,West,Alice Johnson,7,317.55,2222.85,920.4,1302.45
ORD-004731,2024-01-11,Webcam,North,Carol Davis,42,447.59,18798.78,8246.9,10551.88
ORD-004732,2024-10-08,Mouse,South,Carol Davis,47,792.02,37224.94,17014.1,20210.84
ORD-004733,2024-02-26,Monitor,Central,Frank Miller,42,922.65,38751.3,21971.05,16780.25
ORD-004734,2024-02-15,Webcam,Central,Carol Davis,20,227.22,4544.4,2418.78,2125.62
ORD-004735,2024-05-11,Monitor,South,Bob Smith,35,735.89,25756.15,11314.35,14441.8
ORD-004736,2024-09-24,Headset,East,Frank Miller,13,859.07,11167.91,7693.04,3474.87
ORD-004737,2024-07-04,Monitor,East,David Wilson,40,922.5,36900,20451.35,16448.65
ORD-004738,2024-04-06,Headset,Central,Carol Davis,11,600.72,6607.92,2700.95,3906.97
ORD-004739,2024-10-02,USB Drive,West,Frank Miller,43,164.7,7082.1,4353.6,2728.5
ORD-004740,2024-05-30,Headset,South,David Wilson,15,599.27,8989.05,5260.73,3728.32
ORD-004741,2024-11-13,Keyboard,East,Emma Brown,7,179.58,1257.06,776.4,480.66
ORD-004742,2024-05-26,Headset,Central,David Wilson,1,898.56,898.56,595.96,302.6
ORD-004743,2024-08-21,HDMI Cable,North,Frank Miller,12,235.56,2826.72,1620.67,1206.05
ORD-004744,2024-02-25,Monitor,Central,Alice Johnson,22,752.85,16562.7,6921.63,9641.07
ORD-004745,2024-06-17,USB Drive,West,Emma Brown,18,600.47,10808.46,6675.52,4132.94
ORD-004746,2024-12-03,USB Drive,West,Carol Davis,12,226.65,2719.8,1528.82,1190.98
ORD-004747,2024-12-14,Keyboard,Central,Bob Smith,6,156.63,939.78,495.53,444.25
ORD-004748,2024-02-24,Webcam,North,Frank Miller,16,980.55,15688.8,7781.82,7906.98
ORD-004749,2024-01-15,Monitor,East,Emma Brown,7,237.08,1659.56,1143.39,516.17
ORD-004750,2024-10-20,Mouse,East,Bob Smith,36,402.1,14475.6,7299.9,7175.7
ORD-004751,2024-09-24,USB Drive,North,Bob Smith,41,630,25830,10603.24,15226.76
ORD-004752,2024-07-21,Monitor,East,David Wilson,36,94.39,3398.04,2052.46,1345.58
ORD-004753,2024-03-26,Monitor,North,Frank Miller,18,765.19,13773.42,7672.94,6100.48
ORD-004754,2024-05-15,Laptop,South,Frank Miller,49,50.9,2494.1,1310.58,1183.52
ORD-004755,2024-04-09,Keyboard,West,Emma Brown,25,668.39,16709.75,9267.97,7441.78
ORD-004756,2024-09-21,Laptop,South,Alice Johnson,39,995.5,38824.5,24564.67,14259.83
ORD-004757,2024-04-08,Headset,North,Frank Miller,26,208.22,5413.72,2655.73,2757.99
ORD-004758,2024-11-22,USB Drive,Central,Alice Johnson,17,430.46,7317.82,4487.08,2830.74
ORD-004759,2024-09-15,Monitor,North,Bob Smith,23,355.64,8179.72,3439.35,4740.37
ORD-004760,2024-09-12,Monitor,Central,Carol Davis,38,158.83,6035.54,2421.28,3614.26
ORD-004761,2024-02-07,USB Drive,East,Emma Brown,27,727.96,19654.92,8359.92,11295
ORD-004762,2024-06-17,Monitor,Central,David Wilson,49,607.79,29781.71,16785.63,12996.08
ORD-004763,2024-09-06,Webcam,South,Emma Brown,6,550.35,3302.1,1409.45,1892.65
ORD-004764,2024-10-28,HDMI Cable,South,Bob Smith,35,982.71,34394.85,14796.74,19598.11
ORD-004765,2024-12-02,USB Drive,North,Bob Smith,40,465.1,18604,10760.8,7843.2
ORD-004766,2024-01-15,Keyboard,North,Emma Brown,6,891.31,5347.86,2515.95,2831.91
ORD-004767,2024-08-01,HDMI Cable,Central,Emma Brown,4,901.34,3605.36,2142.16,1463.2
ORD-004768,2024-03-30,Keyboard,East,Bob Smith,19,631.2,11992.8,8338.35,3654.45
ORD-004769,2024-01-11,USB Drive,East,Bob Smith,20,190.56,3811.2,1653.52,2157.68
ORD-004770,2024-11-12,Monitor,North,Carol Davis,46,580.46,26701.16,11856.17,14844.99
ORD-004771,2024-08-28,Laptop,Central,Frank Miller,13,667.32,8675.16,4888.94,3786.22
ORD-004772,2024-12-01,Mouse,West,David Wilson,3,189.56,568.68,377.75,190.93
ORD-004773,2024-08-27,HDMI Cable,East,Carol Davis,31,431.02,13361.62,5687.72,7673.9
ORD-004774,2024-02-05,Laptop,Central,Alice Johnson,47,967.35,45465.45,20271.34,25194.11
ORD-004775,2024-09-18,Monitor,South,David Wilson,17,608.94,10351.98,5014.61,5337.37
ORD-004776,2024-05-15,Keyboard,South,Alice Johnson,13,510.1,6631.3,4058.42,2572.88
ORD-004777,2024-05-11,HDMI Cable,Central,Bob Smith,18,809.44,14569.92,6050.72,8519.2
ORD-004778,2024-07-15,Webcam,North,Frank Miller,8,846.83,6774.64,2745.48,4029.16
ORD-004779,2024-06-05,Keyboard,Central,David Wilson,26,278.28,7235.28,4496.55,2738.73
ORD-004780,2024-12-21,Webcam,West,Emma Brown,44,295.75,13013,7152.79,5860.21
ORD-004781,2024-07-24,Mouse,West,Bob Smith,3,980.69,2942.07,1277.69,1664.38
ORD-004782,2024-09-09,Laptop,South,Alice Johnson,3,463.17,1389.51,853.08,536.43
ORD-004783,2024-02-07,USB Drive,West,Emma Brown,6,356.54,2139.24,1059.62,1079.62
ORD-004784,2024-01-02,HDMI Cable,East,Alice Johnson,31,470.39,14582.09,8522.78,6059.31
ORD-004785,2024-07-21,Webcam,Central,Bob Smith,15,204.11,3061.65,1770.19,1291.46
ORD-004786,2024-05-17,HDMI Cable,Central,Carol Davis,40,986.59,39463.6,18616.95,20846.65
ORD-004787,2024-12-10,Monitor,South,Emma Brown,37,64.43,2383.91,1248.16,1135.75
ORD-004788,2024-03-03,Mouse,South,Bob Smith,25,492.17,12304.25,5228.46,7075.79
ORD-004789,2024-07-30,USB Drive,Central,Emma Brown,14,479.55,6713.7,3995.07,2718.63
ORD-004790,2024-09-09,USB Drive,West,Bob Smith,35,149.96,5248.6,2262.94,2985.66
ORD-004791,2024-03-08,Monitor,South,Bob Smith,20,393.4,7868,4320.46,3547.54
ORD-004792,2024-12-27,Webcam,West,David Wilson,10,269.6,2696,1098.35,1597.65
ORD-004793,2024-11-27,Monitor,East,Alice Johnson,34,755.42,25684.28,15590.52,10093.76
ORD-004794,2024-06-21,Mouse,North,David Wilson,47,767.25,36060.75,18845.55,17215.2
ORD-004795,2024-02-07,Monitor,West,David Wilson,20,486.87,9737.4,5791.49,3945.91
ORD-004796,2024-05-26,Keyboard,West,Bob Smith,35,743.34,26016.9,17168.3,8848.6
ORD-004797,2024-01-19,Mouse,Central,Emma Brown,38,693.24,26343.12,17664.96,8678.16
ORD-004798,2024-10-09,Headset,West,David Wilson,28,301.4,8439.2,4839.39,3599.81
ORD-004799,2024-01-27,Mouse,West,Emma Brown,44,152.49,6709.56,3578.28,3131.28
ORD-004800,2024-04-09,USB Drive,South,David Wilson,50,763.9,38195,17876.56,20318.44
ORD-004801,2024-03-15,Keyboard,Central,Carol Davis,50,968.17,48408.5,23323.99,25084.51
ORD-004802,2024-07-17,Webcam,North,Bob Smith,10,953.19,9531.9,5728.55,3803.35
ORD-004803,2024-07-07,HDMI Cable,Central,Carol Davis,20,563.1,11262,7836.86,3425.14
ORD-004804,2024-09-01,HDMI Cable,East,Alice Johnson,46,560.14,25766.44,14450.16,11316.28
ORD-004805,2024-02-04,USB Drive,South,David Wilson,19,610.24,11594.56,8099.99,3494.57
ORD-004806,2024-10-02,Headset,West,Frank Miller,19,163.52,3106.88,1497.94,1608.94
ORD-004807,2024-02-24,Monitor,Central,Bob Smith,18,543.39,9781.02,4456.22,5324.8
ORD-004808,2024-08-19,Laptop,East,Carol Davis,28,691.41,19359.48,10061.82,9297.66
ORD-004809,2024-04-08,Headset,West,Bob Smith,23,657.76,15128.48,7962.51,7165.97
ORD-004810,2024-11-15,Mouse,East,Carol Davis,16,817.79,13084.64,8496.89,4587.75
ORD-004811,2024-10-28,Headset,West,Emma Brown,1,663.59,663.59,358.09,305.5
ORD-004812,2024-12-30,Keyboard,East,Frank Miller,42,696.89,29269.38,14679.58,14589.8
ORD-004813,2024-03-07,Headset,West,Frank Miller,40,339.39,13575.6,5497.13,8078.47
ORD-004814,2024-06-22,Webcam,Central,Bob Smith,17,106.87,1816.79,1047.66,769.13
ORD-004815,2024-05-06,HDMI Cable,Central,Emma Brown,43,771.34,33167.62,16612.8,16554.82
ORD-004816,2024-11-14,Headset,North,Alice Johnson,7,940.18,6581.26,3533.44,3047.82
ORD-004817,2024-08-24,HDMI Cable,South,Emma Brown,47,504.55,23713.85,14621.2,9092.65
ORD-004818,2024-10-10,Mouse,East,Alice Johnson,10,65.96,659.6,349.55,310.05
ORD-004819,2024-10-17,Laptop,South,Frank Miller,28,693.94,19430.32,10750.85,8679.47
ORD-004820,2024-09-30,Webcam,West,Alice Johnson,18,276.85,4983.3,3081.85,1901.45
ORD-004821,2024-08-04,USB Drive,Central,Carol Davis,50,702.06,35103,22204.17,12898.83
ORD-004822,2024-11-24,Headset,South,Alice Johnson,3,226.31,678.93,424.02,254.91
ORD-004823,2024-08-14,Keyboard,West,Carol Davis,50,797.21,39860.5,21547.17,18313.33
ORD-004824,2024-02-08,Laptop,East,David Wilson,28,517.97,14503.16,6830.92,7672.24
ORD-004825,2024-08-10,USB Drive,East,Carol Davis,12,285.98,3431.76,1866.71,1565.05
ORD-004826,2024-06-05,USB Drive,North,Carol Davis,39,619.84,24173.76,14552.72,9621.04
ORD-004827,2024-09-18,Webcam,North,David Wilson,4,723.54,2894.16,1523.15,1371.01
ORD-004828,2024-01-13,Laptop,North,Bob Smith,14,308.33,4316.62,2089.2,2227.42
ORD-004829,2024-01-14,Mouse,North,David Wilson,28,548.85,15367.8,10283.88,5083.92
ORD-004830,2024-03-26,HDMI Cable,East,Bob Smith,42,536.92,22550.64,11821.15,10729.49
ORD-004831,2024-06-21,USB Drive,West,David Wilson,36,366.63,13198.68,7278.37,5920.31
ORD-004832,2024-03-14,Webcam,South,Bob Smith,1,126.4,126.4,74.04,52.36
ORD-004833,2024-10-10,Mouse,East,Emma Brown,17,64.84,1102.28,630.31,471.97
ORD-004834,2024-03-31,Laptop,South,Carol Davis,35,997.01,34895.35,19253.05,15642.3
ORD-004835,2024-08-10,HDMI Cable,East,Alice Johnson,20,629.37,12587.4,6405.78,6181.62
ORD-004836,2024-02-25,Monitor,East,Emma Brown,45,718.45,32330.25,18008.65,14321.6
ORD-004837,2024-07-06,Mouse,North,Alice Johnson,50,894.25,44712.5,25995.33,18717.17
ORD-004838,2024-05-13,Laptop,East,David Wilson,27,407.04,10990.08,7422.96,3567.12
ORD-004839,2024-07-20,Keyboard,North,Emma Brown,24,616.71,14801.04,9309.72,5491.32
ORD-004840,2024-02-22,Monitor,West,David Wilson,50,380.35,19017.5,10029.91,8987.59
ORD-004841,2024-01-03,Keyboard,West,Emma Brown,29,349.91,10147.39,5931.42,4215.97
